2025-09-07 02:35:01 | INFO | [Karto JSON Consumer] Processed JSON message: {'message': 'I love Python!', 'author': 'Eve'}
2025-09-07 02:35:12 | INFO | [Karto Producer] Sent message: {'message': 'I love Python!', 'author': 'Bob'}
2025-09-07 02:35:12 | INFO | [Karto JSON Consumer] Processed JSON message: {'message': 'I love Python!', 'author': 'Bob'}
2025-09-07 02:35:12 | INFO | [Karto JSON Consumer] Message received from author: Bob
2025-09-07 02:35:12 | INFO | [Karto JSON Consumer] Updated author counts: {'Alice': 21, 'Charlie': 12, 'Diana': 23, 'Eve': 12, 'Bob': 16}
2025-09-07 02:35:13 | INFO | [Karto Producer] Sent message: {'message': 'This is a buzz message.', 'author': 'Eve'}
2025-09-07 02:35:13 | INFO | [Karto JSON Consumer] Processed JSON message: {'message': 'This is a buzz message.', 'author': 'Eve'}
2025-09-07 02:35:13 | INFO | [Karto JSON Consumer] Message received from author: Eve
2025-09-07 02:35:13 | INFO | [Karto JSON Consumer] Updated author counts: {'Alice': 21, 'Charlie': 12, 'Diana': 23, 'Eve': 13, 'Bob': 16}
2025-09-07 02:35:14 | INFO | [Karto Producer] Sent message: {'message': 'This is a buzz message.', 'author': 'Alice'}
2025-09-07 02:35:14 | INFO | [Karto JSON Consumer] Processed JSON message: {'message': 'This is a buzz message.', 'author': 'Alice'}
2025-09-07 02:35:14 | INFO | [Karto JSON Consumer] Message received from author: Alice
2025-09-07 02:35:14 | INFO | [Karto JSON Consumer] Updated author counts: {'Alice': 22, 'Charlie': 12, 'Diana': 23, 'Eve': 13, 'Bob': 16}
2025-09-07 02:35:15 | INFO | [Karto Producer] Sent message: {'message': 'Distributed systems are fascinating.', 'author': 'Diana'}
2025-09-07 02:35:15 | INFO | [Karto JSON Consumer] Processed JSON message: {'message': 'Distributed systems are fascinating.', 'author': 'Diana'}
2025-09-07 02:35:15 | INFO | [Karto JSON Consumer] Message received from author: Diana
2025-09-07 02:35:15 | INFO | [Karto JSON Consumer] Updated author counts: {'Alice': 22, 'Charlie': 12, 'Diana': 24, 'Eve': 13, 'Bob': 16}
2025-09-07 02:35:16 | INFO | [Karto Producer] Sent message: {'message': 'Streaming data is fun.', 'author': 'Eve'}
2025-09-07 02:35:16 | INFO | [Karto JSON Consumer] Processed JSON message: {'message': 'Streaming data is fun.', 'author': 'Eve'}
2025-09-07 02:35:16 | INFO | [Karto JSON Consumer] Message received from author: Eve
2025-09-07 02:35:16 | INFO | [Karto JSON Consumer] Updated author counts: {'Alice': 22, 'Charlie': 12, 'Diana': 24, 'Eve': 14, 'Bob': 16}
2025-09-07 02:35:17 | INFO | [Karto Producer] Sent message: {'message': 'Have a great day!', 'author': 'Charlie'}
2025-09-07 02:35:17 | INFO | [Karto JSON Consumer] Processed JSON message: {'message': 'Have a great day!', 'author': 'Charlie'}
2025-09-07 02:35:17 | INFO | [Karto JSON Consumer] Message received from author: Charlie
2025-09-07 02:35:17 | INFO | [Karto JSON Consumer] Updated author counts: {'Alice': 22, 'Charlie': 13, 'Diana': 24, 'Eve': 14, 'Bob': 16}
2025-09-07 02:35:18 | INFO | [Karto Producer] Sent message: {'message': 'JSON makes life easier.', 'author': 'Eve'}
2025-09-07 02:35:18 | INFO | [Karto JSON Consumer] Processed JSON message: {'message': 'JSON makes life easier.', 'author': 'Eve'}
2025-09-07 02:35:18 | INFO | [Karto JSON Consumer] Message received from author: Eve
2025-09-07 02:35:18 | INFO | [Karto JSON Consumer] Updated author counts: {'Alice': 22, 'Charlie': 13, 'Diana': 24, 'Eve': 15, 'Bob': 16}
2025-09-07 02:35:19 | INFO | [Karto Producer] Sent message: {'message': 'Buzz messages for everyone.', 'author': 'Diana'}
2025-09-07 02:35:19 | INFO | [Karto JSON Consumer] Processed JSON message: {'message': 'Buzz messages for everyone.', 'author': 'Diana'}
2025-09-07 02:35:19 | INFO | [Karto JSON Consumer] Message received from author: Diana
2025-09-07 02:35:19 | INFO | [Karto JSON Consumer] Updated author counts: {'Alice': 22, 'Charlie': 13, 'Diana': 25, 'Eve': 15, 'Bob': 16}
2025-09-07 02:35:20 | INFO | [Karto Producer] Sent message: {'message': 'This is a buzz message.', 'author': 'Charlie'}
2025-09-07 02:35:20 | INFO | [Karto JSON Consumer] Processed JSON message: {'message': 'This is a buzz message.', 'author': 'Charlie'}
2025-09-07 02:35:20 | INFO | [Karto JSON Consumer] Message received from author: Charlie
2025-09-07 02:35:20 | INFO | [Karto JSON Consumer] Updated author counts: {'Alice': 22, 'Charlie': 14, 'Diana': 25, 'Eve': 15, 'Bob': 16}
2025-09-07 02:35:21 | INFO | [Karto Producer] Sent message: {'message': 'Distributed systems are fascinating.', 'author': 'Charlie'}
2025-09-07 02:35:21 | INFO | [Karto JSON Consumer] Processed JSON message: {'message': 'Distributed systems are fascinating.', 'author': 'Charlie'}
2025-09-07 02:35:21 | INFO | [Karto JSON Consumer] Message received from author: Charlie
2025-09-07 02:35:21 | INFO | [Karto JSON Consumer] Updated author counts: {'Alice': 22, 'Charlie': 15, 'Diana': 25, 'Eve': 15, 'Bob': 16}
2025-09-07 02:35:22 | INFO | [Karto Producer] Sent message: {'message': 'Buzz messages for everyone.', 'author': 'Bob'}
2025-09-07 02:35:22 | INFO | [Karto JSON Consumer] Processed JSON message: {'message': 'Buzz messages for everyone.', 'author': 'Bob'}
2025-09-07 02:35:22 | INFO | [Karto JSON Consumer] Message received from author: Bob
2025-09-07 02:35:22 | INFO | [Karto JSON Consumer] Updated author counts: {'Alice': 22, 'Charlie': 15, 'Diana': 25, 'Eve': 15, 'Bob': 17}
2025-09-07 02:35:23 | INFO | [Karto Producer] Sent message: {'message': 'This is a buzz message.', 'author': 'Eve'}
2025-09-07 02:35:23 | INFO | [Karto JSON Consumer] Processed JSON message: {'message': 'This is a buzz message.', 'author': 'Eve'}
2025-09-07 02:35:23 | INFO | [Karto JSON Consumer] Message received from author: Eve
2025-09-07 02:35:23 | INFO | [Karto JSON Consumer] Updated author counts: {'Alice': 22, 'Charlie': 15, 'Diana': 25, 'Eve': 16, 'Bob': 17}
2025-09-07 02:35:24 | INFO | [Karto Producer] Sent message: {'message': 'Data engineering is my passion.', 'author': 'Diana'}
2025-09-07 02:35:24 | INFO | [Karto JSON Consumer] Processed JSON message: {'message': 'Data engineering is my passion.', 'author': 'Diana'}
2025-09-07 02:35:24 | INFO | [Karto JSON Consumer] Message received from author: Diana
2025-09-07 02:35:24 | INFO | [Karto JSON Consumer] Updated author counts: {'Alice': 22, 'Charlie': 15, 'Diana': 26, 'Eve': 16, 'Bob': 17}
2025-09-07 02:35:25 | INFO | [Karto Producer] Sent message: {'message': 'Data engineering is my passion.', 'author': 'Alice'}
2025-09-07 02:35:25 | INFO | [Karto JSON Consumer] Processed JSON message: {'message': 'Data engineering is my passion.', 'author': 'Alice'}
2025-09-07 02:35:25 | INFO | [Karto JSON Consumer] Message received from author: Alice
2025-09-07 02:35:25 | INFO | [Karto JSON Consumer] Updated author counts: {'Alice': 23, 'Charlie': 15, 'Diana': 26, 'Eve': 16, 'Bob': 17}
2025-09-07 02:35:26 | WARNING | [Karto JSON Consumer] Consumer interrupted by user.
2025-09-07 02:35:26 | INFO | [Karto Producer] Sent message: {'message': 'Buzz messages for everyone.', 'author': 'Diana'}
2025-09-07 02:35:26 | INFO | [Karto JSON Consumer] Kafka consumer for topic 'buzzline_json' closed.
2025-09-07 02:35:26 | INFO | [Karto JSON Consumer] END consumer for topic 'buzzline_json' and group 'buzz_group'.
2025-09-07 02:35:27 | INFO | [Karto Producer] Sent message: {'message': 'JSON makes life easier.', 'author': 'Alice'}
2025-09-07 02:35:28 | INFO | [Karto Producer] Opening file: C:/Users/USER/Downloads/44-671 Streaming Data/Week-3/buzzline-03-karto/data/buzz.json
2025-09-07 02:35:28 | INFO | [Karto Producer] Sent message: {'message': 'Data engineering is my passion.', 'author': 'Eve'}
2025-09-07 02:35:29 | INFO | [Karto Producer] Sent message: {'message': 'Distributed systems are fascinating.', 'author': 'Alice'}
2025-09-07 02:35:30 | INFO | [Karto Producer] Sent message: {'message': 'Have a great day!', 'author': 'Charlie'}
2025-09-07 02:35:31 | INFO | [Karto Producer] Sent message: {'message': 'Data engineering is my passion.', 'author': 'Alice'}
2025-09-07 02:35:32 | WARNING | [Karto Producer] Interrupted by user.
2025-09-07 02:35:32 | INFO | [Karto Producer] Kafka producer closed.
2025-09-07 02:35:32 | INFO | [Karto Producer] END producer.
2025-09-07 02:37:07 | INFO | Logging to file: logs/project_log.log
2025-09-07 02:37:07 | INFO | Log sanitization enabled, personal info removed
2025-09-07 02:37:07 | INFO | [Karto CSV Producer] Project root: C:/Users/USER/Downloads/44-671 Streaming Data/Week-3/buzzline-03-karto
2025-09-07 02:37:07 | INFO | [Karto CSV Producer] Data folder: C:/Users/USER/Downloads/44-671 Streaming Data/Week-3/buzzline-03-karto/data
2025-09-07 02:37:07 | INFO | [Karto CSV Producer] Data file: C:/Users/USER/Downloads/44-671 Streaming Data/Week-3/buzzline-03-karto/data/smoker_temps.csv
2025-09-07 02:37:07 | INFO | [Karto CSV Producer] START producer.
2025-09-07 02:37:07 | INFO | Kafka broker address: localhost:9092
2025-09-07 02:37:08 | INFO | Kafka is ready. Brokers: {'throttle_time_ms': 0, 'brokers': [{'node_id': 1, 'host': 'localhost', 'port': 9092, 'rack': None}], 'cluster_id': 'SqYRc-d-QWaPXKd66k0apQ', 'controller_id': 1}
2025-09-07 02:37:08 | INFO | [Karto CSV Producer] Kafka topic: smoker_csv
2025-09-07 02:37:08 | INFO | [Karto CSV Producer] Message interval: 5 seconds
2025-09-07 02:37:08 | INFO | Kafka broker address: localhost:9092
2025-09-07 02:37:08 | INFO | Connecting to Kafka broker at localhost:9092...
2025-09-07 02:37:08 | INFO | Kafka producer successfully created.
2025-09-07 02:37:08 | INFO | Kafka broker address: localhost:9092
2025-09-07 02:37:08 | INFO | Topic 'smoker_csv' already exists. Recreating fresh...
2025-09-07 02:37:08 | INFO | Requested deletion of topic 'smoker_csv'.
2025-09-07 02:37:08 | INFO | Topic 'smoker_csv' created successfully.
2025-09-07 02:37:08 | INFO | [Karto CSV Producer] Kafka topic 'smoker_csv' is ready.
2025-09-07 02:37:08 | INFO | [Karto CSV Producer] Starting message production to topic 'smoker_csv'...
2025-09-07 02:37:08 | INFO | [Karto CSV Producer] Opening data file: C:/Users/USER/Downloads/44-671 Streaming Data/Week-3/buzzline-03-karto/data/smoker_temps.csv
2025-09-07 02:37:08 | INFO | [Karto CSV Producer] Reading data from file: C:/Users/USER/Downloads/44-671 Streaming Data/Week-3/buzzline-03-karto/data/smoker_temps.csv
2025-09-07 02:37:08 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:07:08.848146', 'temperature': 70.4}
2025-09-07 02:37:13 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:07:13.853476', 'temperature': 70.8}
2025-09-07 02:37:16 | INFO | Logging to file: logs/project_log.log
2025-09-07 02:37:16 | INFO | Log sanitization enabled, personal info removed
2025-09-07 02:37:16 | INFO | [Karto CSV Consumer] START consumer.
2025-09-07 02:37:16 | INFO | [Karto CSV Consumer] Kafka topic: smoker_csv
2025-09-07 02:37:16 | INFO | [Karto CSV Consumer] Kafka consumer group id: smoker_group
2025-09-07 02:37:16 | INFO | [Karto CSV Consumer] Rolling window size: 10
2025-09-07 02:37:16 | INFO | [Karto CSV Consumer] Consumer: Topic 'smoker_csv' and group 'smoker_group'...
2025-09-07 02:37:16 | INFO | [Karto CSV Consumer] Rolling window size: 10
2025-09-07 02:37:16 | INFO | Kafka broker address: localhost:9092
2025-09-07 02:37:16 | INFO | Creating Kafka consumer. Topic='smoker_csv' and group ID='smoker_group'.
2025-09-07 02:37:16 | INFO | Kafka consumer created successfully.
2025-09-07 02:37:16 | INFO | [Karto CSV Consumer] Polling messages from topic 'smoker_csv'...
2025-09-07 02:37:16 | ERROR | [Karto CSV Consumer] Error while consuming messages: Invalid file descriptor: -1
2025-09-07 02:37:16 | INFO | [Karto CSV Consumer] Kafka consumer for topic 'smoker_csv' closed.
2025-09-07 02:37:18 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:07:18.862791', 'temperature': 71.2}
2025-09-07 02:37:23 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:07:23.875180', 'temperature': 71.6}
2025-09-07 02:37:27 | INFO | Logging to file: logs/project_log.log
2025-09-07 02:37:27 | INFO | Log sanitization enabled, personal info removed
2025-09-07 02:37:27 | INFO | [Karto CSV Consumer] START consumer.
2025-09-07 02:37:27 | INFO | [Karto CSV Consumer] Kafka topic: smoker_csv
2025-09-07 02:37:27 | INFO | [Karto CSV Consumer] Kafka consumer group id: smoker_group
2025-09-07 02:37:27 | INFO | [Karto CSV Consumer] Rolling window size: 10
2025-09-07 02:37:27 | INFO | [Karto CSV Consumer] Consumer: Topic 'smoker_csv' and group 'smoker_group'...
2025-09-07 02:37:27 | INFO | [Karto CSV Consumer] Rolling window size: 10
2025-09-07 02:37:27 | INFO | Kafka broker address: localhost:9092
2025-09-07 02:37:27 | INFO | Creating Kafka consumer. Topic='smoker_csv' and group ID='smoker_group'.
2025-09-07 02:37:27 | INFO | Kafka consumer created successfully.
2025-09-07 02:37:27 | INFO | [Karto CSV Consumer] Polling messages from topic 'smoker_csv'...
2025-09-07 02:37:28 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:07:28.886308', 'temperature': 72.0}
2025-09-07 02:37:31 | INFO | [Karto CSV Consumer] Processed JSON message: {'timestamp': '2025-09-06T21:07:13.853476', 'temperature': 70.8}
2025-09-07 02:37:31 | INFO | [Karto CSV Consumer] Rolling window size: 10
2025-09-07 02:37:31 | INFO | [Karto CSV Consumer] Processed JSON message: {'timestamp': '2025-09-06T21:07:18.862791', 'temperature': 71.2}
2025-09-07 02:37:31 | INFO | [Karto CSV Consumer] Rolling window size: 10
2025-09-07 02:37:31 | INFO | [Karto CSV Consumer] Processed JSON message: {'timestamp': '2025-09-06T21:07:23.875180', 'temperature': 71.6}
2025-09-07 02:37:31 | INFO | [Karto CSV Consumer] Rolling window size: 10
2025-09-07 02:37:31 | INFO | [Karto CSV Consumer] Processed JSON message: {'timestamp': '2025-09-06T21:07:28.886308', 'temperature': 72.0}
2025-09-07 02:37:31 | INFO | [Karto CSV Consumer] Rolling window size: 10
2025-09-07 02:37:33 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:07:33.901877', 'temperature': 72.4}
2025-09-07 02:37:33 | INFO | [Karto CSV Consumer] Processed JSON message: {'timestamp': '2025-09-06T21:07:33.901877', 'temperature': 72.4}
2025-09-07 02:37:33 | INFO | [Karto CSV Consumer] Rolling window size: 10
2025-09-07 02:37:38 | WARNING | [Karto CSV Consumer] Consumer interrupted by user.
2025-09-07 02:37:38 | INFO | [Karto CSV Consumer] Kafka consumer for topic 'smoker_csv' closed.
2025-09-07 02:37:38 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:07:38.908527', 'temperature': 72.8}
2025-09-07 02:37:43 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:07:43.914289', 'temperature': 73.2}
2025-09-07 02:37:48 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:07:48.930172', 'temperature': 73.6}
2025-09-07 02:37:53 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:07:53.938076', 'temperature': 74.0}
2025-09-07 02:37:58 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:07:58.952264', 'temperature': 74.4}
2025-09-07 02:38:03 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:08:03.956284', 'temperature': 74.8}
2025-09-07 02:38:08 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:08:08.973218', 'temperature': 75.2}
2025-09-07 02:38:13 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:08:13.983891', 'temperature': 75.6}
2025-09-07 02:38:18 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:08:18.990893', 'temperature': 76.0}
2025-09-07 02:38:24 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:08:24.005958', 'temperature': 76.4}
2025-09-07 02:38:29 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:08:29.008422', 'temperature': 76.8}
2025-09-07 02:38:34 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:08:34.016614', 'temperature': 77.2}
2025-09-07 02:38:39 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:08:39.021322', 'temperature': 77.6}
2025-09-07 02:38:44 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:08:44.035091', 'temperature': 78.0}
2025-09-07 02:38:49 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:08:49.050787', 'temperature': 78.4}
2025-09-07 02:38:54 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:08:54.056868', 'temperature': 78.8}
2025-09-07 02:38:59 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:08:59.062473', 'temperature': 79.2}
2025-09-07 02:39:04 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:09:04.080199', 'temperature': 79.6}
2025-09-07 02:39:09 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:09:09.097028', 'temperature': 80.0}
2025-09-07 02:39:14 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:09:14.108008', 'temperature': 80.4}
2025-09-07 02:39:19 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:09:19.120005', 'temperature': 80.8}
2025-09-07 02:39:24 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:09:24.131818', 'temperature': 81.2}
2025-09-07 02:39:29 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:09:29.140129', 'temperature': 81.6}
2025-09-07 02:39:34 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:09:34.151055', 'temperature': 82.0}
2025-09-07 02:39:39 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:09:39.161276', 'temperature': 82.4}
2025-09-07 02:39:44 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:09:44.170942', 'temperature': 82.8}
2025-09-07 02:39:49 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:09:49.176839', 'temperature': 83.2}
2025-09-07 02:39:54 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:09:54.192794', 'temperature': 83.6}
2025-09-07 02:39:59 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:09:59.201798', 'temperature': 84.0}
2025-09-07 02:40:04 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:10:04.205412', 'temperature': 84.4}
2025-09-07 02:40:09 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:10:09.208024', 'temperature': 84.8}
2025-09-07 02:40:14 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:10:14.224448', 'temperature': 85.2}
2025-09-07 02:40:19 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:10:19.237884', 'temperature': 85.6}
2025-09-07 02:40:24 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:10:24.241857', 'temperature': 86.0}
2025-09-07 02:40:29 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:10:29.254494', 'temperature': 86.4}
2025-09-07 02:40:34 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:10:34.264616', 'temperature': 86.8}
2025-09-07 02:40:39 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:10:39.275162', 'temperature': 87.2}
2025-09-07 02:40:44 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:10:44.280999', 'temperature': 87.6}
2025-09-07 02:40:49 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:10:49.285586', 'temperature': 88.0}
2025-09-07 02:40:54 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:10:54.301125', 'temperature': 88.4}
2025-09-07 02:40:59 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:10:59.310437', 'temperature': 88.8}
2025-09-07 02:41:04 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:11:04.313260', 'temperature': 89.2}
2025-09-07 02:41:09 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:11:09.326414', 'temperature': 89.6}
2025-09-07 02:41:14 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:11:14.333308', 'temperature': 90.0}
2025-09-07 02:41:19 | INFO | [Karto CSV Producer] Sent message to topic 'smoker_csv': {'timestamp': '2025-09-06T21:11:19.347993', 'temperature': 90.4}
